Rating,Review
9,"John Wick 4 deliver's everything you would expect from a Wick movie, with great supporting acter's like Donnie Yen whom i have loved ever since Ip Man (2008) i have watched at least 10 great movies he has been in,he's a legend. If you liked the other movies you will enjoy this one. One different aspect to this movie is that there is no love interest,which i find quite refreshing as too many movie's old & new are spoilt by unnecessary love interest's that just go nowhere or twist the script into knots as they manipulate the story to somehow include the woman. Nothing about the character's is forced, there's no DEI or feminist b.s. So this movie should do well as people have been crying out for decent, non-political flicks."
9,"The movie is very good. It contains all the elements of a action movie. It tells about the basic principles of friendship and human nature of self respect. The main character of John wick played by Keanu Reeves is portrayed as good as possible. Donnie yen also gave his full potential for his role. The movie is good but some action scenes in starting are too long , action scenes are top level, the movie can be watched by anyone it is not at all r rated that much .The visuals are marvellous , and the dialogue are nicely delivered, The movie is good to watch . Must watch in theatres . Best movie of 2023."
8,"No spoilers - just see it if you loved the prior films.

My only criticism, is that there is no follow up on the final scene of #3 between McShane and Reeves, no dialogue, no explanation, no follow up. It's like it never happened.

You won't be dissappointed - just don't make the mistake of seeing the climactic scene on tik tok, as I did. That being said, I knew the ending, and loved it so much.

Beautiful scenes, a score to match, locations to die for, characters true to their roles. I didn't feel that was as much gratuitous gun violence as there was in #3, but guns are there and well used.

The stunt guys and the cast surely earnt their money."
8,"..... After finding 'JW- Parabellum' enjoyable but utterly exhausting i and my wife were ambivalent about this one but after getting an Amazon Prime free trial, well,how could we refuse,(...the fact that Martial Arts legends Donnie Yen and Scott Adkins were in it,also helped my choice to watch...),and off we went. I thought the first half was quite predictable and although I was never bored,it felt a bit samey,with accommodating stuntmen and moves we'd seen lots of times before but when our ,(..Anti?..),hero got to France,well,that's when it REALLY took off. It didn't matter that they copied some of 'The Warriors' bits,(..Lady DJ Commentator etc..),because it was SOOO incredibly inventive and Fun.... Some of the Stunts were off the charts with their style and skill,add a few laughs and uniformly charismatic performances and a satisfying ending made for a thoroughly enjoyable romp. I know they won't but I think that should be it. I do not see how they could possibly Top what this film did."
8,"This time around the spectacle of death has very high production values in every respect, and once again, they manage to go above and beyond the previous with the set pieces and wild action. It's very long, but every time it started to feel that way, another would emerge that made me forget about the runtime.

However. Where the first two really excelled was in building out the world. The first one was mythological in nature and sets it a bar above and apart, and the next used that to create an interesting underworld. As they've gone on, that aspect has gone away, but by bit. We are firmly in pretty mindless action that stands apart in the way things are shot and the other production aspects. That's all fine, but it does feel slightly sad to leave the most interesting cerebral aspects of the films too, I think. Even if the action movie has evolved into these, which excel above and beyond."
2,"There's such a thing as too much. I know this is an action movie but its literally just John Wick shooting people for 2hours and 49 minutes. He never gets hurt, he falls from 30 meters and doesn't break one finger, pretty sure he shoots around five hundred people and he doesn't get one single scratch. There is no story line, it is just shooting and non sense. I dont understand how so many people like this movie, its one of the worst movies I've ever watched. I'm glad this sequel is over so I never need to waste 3 hours of my life watching John Wick's non sense. Very disappointed, they could have ended so much better!"
9,"For those saying this is too over the top, repetitive of earlier instalments, lacking in dialogue as opposed to action scenes, I think (respectfully)they are missing the point. This is a fantastic homage to the previous movies (and a nod occasionally to other Keanu movies here and there if you look hard enough). It takes the best of what has gone before and deliberately amplifies it and mythicises it. What other way would be more fitting to end the series? It is not trying to be goodfellas, the Godfather, Cala Blanca, it is trying to end one of the most entertaining and refreshing franchises in recent times with a bang not a whimper and in my view does so admirably. It is not for everyone, but for those that enjoyed the first, it is a fun version of the first movies on amphetamines (or should I say, Speed?)."
9,"John Wick Chapter 4 continues to thrill fans with high octane energy and a great cast and storyline that continues right where 3 left off. Gorgeous cinematography, set designs, action, and the immortal vampire Keanu Reeves giving his all. I am very impressed with how much effort he puts into these movies. The Tokyo scenes were amazing and the entire fight with John using a gun and nunchucks really kicked things up a notch. The story is a little familiar since we've had 3 movies with John trying to earn his freedom from the High Table, but besides that this movie is a delight. I am a big Donnie Yen fan and he did not disappoint. Making him a blind assassin was a unique twist and gave me a few laughs during some of his scenes. This man literally was using a cane to feel his surroundings and still managed to kick ass throughout most of the movie. I won't spoil too much more but this is definitely what loyal fans have come to expect from this series. Do not pay attention to the negative reviews, people who complain that it's unrealistic and not dramatic enough need to relax. If this movie was realistic we wouldn't have had John Wick 2, he would've been killed in the first half hour of the first movie. John Wick Chapter 4 is a must see and I cannot wait to see what the next installment. As long as Keanu Reeves continues to put on the suit I will watch this series all the way to the end."
8,"The fourth chapter of the John Wick saga sees the titular hero search for a way out of the business.

Let me start by saying this film is among the most ridiculous I've ever seen. But it is par for the course with this series.

Their are new characters and new locations, most of which add something to the mythology. And mythology is the right word, for none of the action makes sense, it is beyond hyper-realism it is in the realm of heroic myth.

John Wick is again the man of few words and a lot of punches, Mr Reeves best type of role it seems, who must battle his way towards a goal. Donnie Yen comes from Hong Kong kung fu cinema to add something a little different, but don't expect his physical behaviour to match that of the blind man he supposedly is (a needless plot point that does very little). Our favourite samurai, Hiroyuki Sanda, plays his part well and the Osaka sequence looks the best of the big fight locations (which is all this movie really is) A new black character, ""Mr Nobody"", played by Shamiel Anderson, adds a little and has a dog that evokes memories of the original films motivation

The new villain de rigour of Hollywood, Bill Skarsgard, plays the baddie whose French accent sounds mostly French. He is the most interesting addition.

This film is fights, fights, fights and then some fights. It is so overblown it becomes partially transcendent. On some level this is satisfying and I can't help but give it a good rating. When filmmakers focus on what fans want they get the rewards. This film doesn't make sense, I could talk for 3000 words on all the absurdities of this film, but in some very strange way it actually does make sense."
10,"What a ride this film has been !!

I see a lot of people disappointed by the over the top action and lack of realism which is something that was a staple in the first John Wick film. And I can see that point, the first John Wick was much more gritty, up and personal and realistic, in its own universe of course. But I think that it was never the point to make it realistic, the point was to make crazy non-stop action with style. And this film, like the others in the series, oozes style.

There is just so much to take in. There are rarely any slow or quiet moments, so you are just enjoying the absolute slaughter for 3 hours, which for me is great. Apparently not that much for most other people, I guess due to the short attention span that most people have, since action like this requires focus. The fights are great, the sheer amount of different martial arts that you can see is amazing, the weapon variety is great, the characters are beyond crazy. What other film can give me blind Donnie Yen with a cane jian sword fighting katana wielding Hiroyuki Sanada ? What other film can give me fatsuit Scott Adkins doing card tricks and having asthma attacks while doing spin kicks and throwing axes ? Or a guy with a dog that likes drawing, going full western with quickdraw revolvers and a marlin rifle ?

This film series is basically what Tarantino films are in terms of easter eggs and nods to other legendary films, but with a massive focus on non-stop stylized action. The references are infinite, from biblical and renaissance literature to spaghetti westerns (Caine's pocketwatch from For a few dollars more, part 3 with the revolver scene from The good, the bad and the ugly, John Wick generally being heavily influenced by Clint Eastwood's character, Franco Nero appearing in part 2, mr Nobody literally being Terrence Hill's character from My name is nobody etc.) , then the Matrix series, Lawrence of Arabia, Hong Kong kung fu films, Japanese cinema (Caine is basically Zatoichi from the Zatoichi series), anime (Spike's death scene), I mean the list goes on.

The sheer amount of thought and pure stunt work that went into making this film series makes me very happy that it is getting so much praise and earning so much money, especially in today's landscape of CGI garbage and mass produced mindless entertainment. Everything in this film is very deliberate and done to perfection. Whether you are mad that nobody just shot John with a rocket launcher or 360 no-scoped him in the head from 200 meters doesn't matter. I think realism was never the point. It was style, fun and action. And this film delivers just that and more.

A must watch for fans of action films, it is pure fun from start to finish."
9,"We don't see much of this type of movies nowadays, witch it sad in my opinion. My review is merely to give thanks to all the crew, the production team, the actors, Mr. Scott Adkins and of course Mr. Keanu Reeves, for creating a little bit of a fun time and entertainment, that we all need more than never right now. I give a 9 a not a 10 because a 10 for me is a perfect score and i don't believe in absolute perfection. Everything and everyone has flaws. Cinema is changing is core and in my opinion the entertainment is became a secondary goal to the Majorite of companies, its a shame because that is what i search the most when i go to the cinema. Thank you."
9,"John Wick 4- Other than human defying logic with unlimited lifeline for John as he fires and kills 300 hitmen along with few others, and no bones breaking while stumbling down 200+ steps and getting back up/ or falling from upper floor of 100 to 200 feet, the movie works spectacularly well.

Action sequences are at its peak one has ever experienced- from sword fighting to bullets flying to kick boxing. This movie is violent and pretty long (2 hrs, 45 mins).

Background music, sound effects, camera angles from the top view during fight scenes are simply astounding (watched it in Dolby Atmos screen). The entire theater was reverberating with amazing sound effects, with plenty of goosebumps.

Climax is at its best and could be debatable.

Keanu Reeves delivers an skillful art through death defying action stunts. His hard work can be seen during every scene.

Donnie Yen brings his best with his casually cool action sequences.

This movie is for hard core action oriented, eye popping, patiently waiting for a long action sequences, and lots of logic kept at home type of fans. Enjoy at your own risk!"
1,"I had to switch John Wick Chapter 4 off. Disappointed is an understatement. I was waiting with great enthusiasm as the previous 3 were very good in my opinion. This is a pure abomination of a movie which should have been good. I gave it 1 star for some of the choreography in the fight scenes. You can not fire so many rounds in close quarter combat and not hit the target. The action scenes are ridiculous as they are not believable. When making an action movie the makers must learn to make it believable .Rounds will not bounce off cars or glass,don't get the hero or heroine to take out too many people at once. This is boring but don't take my word for it,watch it and see for yourself. When watching movies we all look at that them on different levels .I like to be immersed in at so it has to be believable,others like lots of action that is no where near believable but they love to see lots of fight scenes and if you are one of them and like the lead to be some sort of superhuman,then it's for you. It would be interesting to see what Keanu Reeves thinks of it ."
8,"I consider John Wick 1 and the 2 the better films, 3 was forgettable because of the turn to more hollywood pop and too much comic book type scripting (instead of the darker more realistic 1 and 2 with some comic book touches of lack of realism), although the action at the end of 3 with the famous asian martial arts experts was enjoyable (but not realistic) and the casting was good. This 4th installment was also a little hollywood pop or comic book for my taste, BUT, some of the action sequences were unique and fabulous: (1) the arc de triomphe sequence (street fighting in traffic), (2) the overhead no-cut sequence with the HE shotgun rounds, wow, (3) fighting a disguised Scott Adkins, very amusing if you know who he is, watch him in Avengement and the Debt Collector (1 and 2), those were great films, and (4) Donnie Yen sequences. The blind man capabilities were ridiculous of course, they should not have made him blind in the script, maybe half blind? The entire casting was great. The historical european sites (or sets?) were beautiful. But alas no perfection because of the lack of realism in too many scenes. Apparently Mr. Wick has unbreakable bones."
8,"John Wick did not disappoint with his action again. At least for me. In my opinion, this series is pretty safe. He can do action scenes and that's the main thing for me and I was entertained the whole movie. Add to the fighting and shooting a hilarious soundtrack and the fun was taken care of. I've heard a bit of criticism about the length, but I was fine with it. I wasn't bored for a moment. I also praise the surprise ending. I thought the fourth episode was very good. But after some thought, I'm still leaning towards the third one, which charmed me with its action a bit more than here. The locations were also great and I liked them a lot, but I will mention the third part again, which appealed to me more with its setting. I don't have much to add. John Wick is a luxury action series for me and probably always will be. The action is the main thing here for me and it succeeded this time and once again I praise the surprise ending. For me, a great film that I recommend to fans of the series or action genre enthusiasts."
8,"Keanu is great, and it was cool to see him team up with Winston and Lawrence Fishbourne again. But the casting was real bad with a little guy like the clown from ""It"" being the main bad guy. Was anyone scared of this guy? Do you look at him and be terrified to face him in a gunfight? Nope! Plus...was he really THAT bad? All he was doing was enforcing the rules of the Table and the hitman organization. Winston let Wick escape in the previous film, and had to accept his punishment. Wick had broken the rules too, and the hunt for him was justified. It's not like Pennywise was after Wick and Winston for fun...no, he was just following the rules. Also, for future villains, if you are going to choose someone to fight on your behalf, don't pick a blind man. I give this a 10 for the action and for Winston and Wick's scenes, but it only gets a 6 because the ""bad guy"" wasn't bad at all. So I call it an 8."
9,"While I don't generally rate more recent films higher as they haven't stood the test of time yet John Wick Chapter 4 is an exception. It has a far better story than parts 2 and 3 due to John having a more personal motivation for his typical antics. Chapter 4 also benefits from the best action sequences of the series, In parts 1, 2 and 3 there have to me only been one or two standout action scenes; the club fight in the first the entire Italy concert/catacombs sequence in the second and the Continental hotel siege in the third. John Wick 4 on the other hand has huge fight in a hotel in Osaka, a nightclub showdown blowing the one from the first out of the water and finally the final part of the film is literally non stop action around Paris In which there's a car chase around the arc de triomphe which quickly turns into a fight in which John throws people into the oncoming traffic, a Hotline Miami style top down shootout with and finally a long fight up a tall staircase. The fourth chapter of the franchise also has the best supporting cast since the original including a brilliant Donnie Yen and the series best villain in Bill Skarsgard. Overall a near perfect all out action film.

Final Rating 9.0/10

Also make sure to stay until the very end because of there is an important post credit scene."
8,"You know you're in good hands when a film begins with Laurence Fishburne being used to explicitly shout out Lawrence of Arabia (I see what you did there, movie).

John Wick: Chapter 4 is more John Wick. It is likely exactly what you're expecting it to be, but if you're like me and you had high hopes for this fourth installment, you're likely to be pleased by what the film delivers, even if it doesn't entirely blow expectations away. The title character is once again put up against plenty of people who want him dead. The story is designed in a way to get him to travel to various locales, all of which are well-utilized in the action scenes. And when it comes time for those action scenes themselves, they're largely spectacular.

Things manage to escalate even more from the gleefully over-the-top Chapter 3, but I will say, the opening half-hour to 45 minutes of this proves to be surprisingly restrained. The momentum never slows down too much, but to some extent, it takes its time to get all the pieces in place. After that's done, things don't let up much at all, and I was glad to see the non-stop energy and fighting of the third film's opening act replicated here, except this time it plays out during the final act, and in a new location.

There were other key details I really liked. One action scene is shot in a way that looks like a live-action version of Hotline Miami, and the results are pretty great. There's also some really good music used throughout, including Justice's Genesis (not the only on-the-nose music choice, given they're a French House duo and the scene it plays during takes place in Paris, but it fits the heightened style of the movie).

You do feel the length at some points, and I don't think it's the best-paced recent blockbuster with a three-ish hour-long runtime. Still, it delivers stylish action, a high-stakes, kind of goofy, but engaging and simple story, and Keanu Reeves and a talented supporting cast all doing their thing. The creativity and stuntwork found in the action sequences are great, and it all adds up to what might be the best entry in the whole series (beating out Chapter 3 by a hair for me)."
8,Wow once again they have done it again this film is incredible and out of all the films in this series this one was the best at least I think so the action scenes are better the stunts are better the acting is better the new talent in this film is fantastic it's more intense it's more surprising and a twist and turns you'll never see it coming like at the very end you learn that Winston is John Wink's biological father which I did not see coming at all and I will definitely say that this film is worth watching and And even though I know a 5th film is in development However I hope that it works out and they do not mess up the ending this film 'cause it's implant that John Wick is dead but who knows I'll still see it either way.
2,"To many poor decisions. John Wick the indestructible man versus daredevil.... No sense of peril, no consequences.... Everyone has bullet proof suits, but not one of the countless disposable useless henchmen thinks to maybe aim for the head?? I get it's a movie and get John Wick is a man of focus..... But walks away from getting hit by so many cars I lost count, literally falling out of buildings... But then dies from a mere stomach wound....... Loved the first two, was just about ok with the third, but this one was too far for me to stretch I am afraid. Just cant understand all the rave reviews..."
10,"It is unbelivable how nice details i have found.

Dear diry its 22th of October 2023 I am in the forest in the one of the best, great and known place and school for blind people in Poland called Laski.. Iam watching Jhon Wick 4 with blind man plot... what a coincidence... 10 stars for cute "" yeah"" - I loved that.

10 stars for specific Jhons walk, head shots and skills 10 stars for Mr Nobody and his backpack- reminds me my dead friend from USA 10 stars for "" nice suit"" but nice jacket at all..

I am really impressed.. I didnt expect that. I can find lot of funny situation over there like "" tooth fairy"" stuff and dialogues.. I definitely recommend that movie."
9,This movie was full of action nonstop I went to see it in IMAX and it was amazing. The director of photography and cinematography did a exceptional job the theme of this movie was very good every scene was complimenting one another every shot flowed fluidly. I want to add Donnie yen character took some scenes away from Keanu because of his charisma. I highly recommend to watch this movie in IMAX you'll get a better experience than going to a regular theater. I didn't see the credit cookie everyone is raving about seem like there will be a spin-off if so John Wick trilogies will live on for years to come. Will be looking forward to that.
10,"I'll begin by saying that if you aren't a big action film fan, this movie isn't for you. I am a massive action fan. I always get so excited and amazed by the fight scenes but in most so called 'action' movies, the fight scenes are so stupid and not at all watchable. I came across John Wick chapter 1 few years ago and I fell in love with the film. The action scenes are so on point!!!!

I am an introvert and I do not go to theatre at all. But as soon as John Wick got released in my area, I booked a ticket right away. Moreover, it was my exam the next day so you can only imagine how much I was waiting to watch this movie.

If you are searching for a plot, there isn't much. The genre of the whole franchise is 'action' and 'thriller'. So, it is an eyegasm for action lovers to watch such 4 movies with flawless action scenes.

Highly recommended if you are searching for a badass movie with badass cinematography and badass fight scenes.

Not so recommended if you are searching for a movie with plot."
8,"I am a big fan of the series and loved the first three movies, so I watched it during release weekend.

It is longer than the first three movies and is nearly 3 hours long, but you will be fully engaged with the movie and won't feel that it is long.

They took the action sequences to the next level and set the bar for action movies. Probably no other Hollywood movie in recent memory has come up so many original action sequences.

People who watched the earlier movies should definitely go see this one and you will not be disappointed.

They made Wick look a bit more human in this one than the larger than life figure as he was depicted in the earlier movies. After 4 great movies this is a fitting end to the Wick saga."
9,"If you're a fan of the JW franchise than you're fan of the entire franchise and this movie will not disappoint. It does start off a little slower than the last movie as far as the insane action but It's one of the best written JWs yet(at least in my opinion) and the story is partially why the action takes just a hair longer to get to. But not to worry cause the action comes and it comes strong! By now we all know what to expect from the JW movies and if we are watching them, it's because we enjoy what they offer. For me this movie is one of the best written as far as the story goes. I truly enjoyed learn about the parts of the table previously unknown. I'm not sure how I would feel it they ever did these movies without Keanu (as a spin off or something, not even sure I'd give them a chance.) I think when Keanu is done, they should do what a lot of studios don't do and Call It a Success and Say Goodnight! Leave this one be to remain one of the greatest action Series in cinema... Go see it and enjoy."
9,"Very good movie, a bit sad ending. Keanu Reaves is a good actor I really like how he plays. The choice of backing tracks and shots was excellent, I also really liked the references to previous films such as the pencil scene or the dog scene.

The ending is a bit sad but that's okay sometimes ""pulling"" a series of films with too many sequels risks ruining the story, I'm confident in a continuation of the series perhaps from the point of view of the girl daughter of the owner of the continental friend of wick.

The scene I liked the most is the shootout in the house with an overhead view that ends with Wick protecting the dog.

Summary: +nice movie +nice acting +nice backing tracks +nice shots
a bit too long
kinda sad ending..."
3,"Other John Wick's films are acceptable, it needs some effort to be a believable character but still they are good and entertaining action movies, but... here comes the but.... John Wick 4 is totally non-sense, just a few things to expect: 1. JW suit appears to be a tank armor, if you forget any physics law and has no idea what a gun is, ok, otherwise even Rambo movies are more realistic.

2. The Table has all the best assassins in the world and a blind guy is able to kill everyone without being shot. Seriously?

3. Every enemy when hit once by a car dies, except for JW which is hit by I don't know, more than 20 cars and keep walking normally... hey, what? ""God-mode on"" 4. Hundreds of people shoot JW but he is not hit even once! Not in the head, not in the hand which he uses to hold the suit, not anywhere... 5. When shots are being taken, the bullets make metal noise when hitting the suit... so, is the suit made of metal? If that was true, it would have no malleability, he would walk like Robocop.

I found it to be a really bad movie because it became too unrealistic. If you don't mind about reality and just wanna see someone in a suit shooting tons of people, you will probably like it."
9,"Fantastic!... JW4 is an apotheotic closure for this cicle post-JW1 (moto: Grief & Rebirth)... JW2,3,4 moto seems to be ""Revenge & Consequences""... in JW4 John keeps pilling enemies to reach the top of the piramid for his final showdown against The Table while his sheer will and ethical compass power up his armour to slay all omni-Evils in his way... as the sun rises JW emerges like Icarus, ready to fly for Redemption... hope it to be a new journey for the hero as the end is the beginning... friends and foes and their universes happen in a fast-faster-forward rithm along the 1+3 stallments, a never-ending spectacle, a high speed The Godfather-like flux of action, colors, caracters and crime tribes, but telling a classic hero story like Gilgamesh, Hercules, Ulysses or Asterix... Fortis Fortuna Adiuvat."
1,"I watched this at Imax and actually considered leaving the theater before the movie was long over. It felt ridiculous, the fighting scenes were so badly done in that Keanu was great in them,as well he was great in the movie, but ALL opponents and people around Keanu were so badly coreographed, not only once but sooo many times the opponents were just ""waiting around"" until Keanu turned around and expedited them. I know this is make-believe but some semblance to reality would have been appreciated. What bad guy in real life does not attack the hero from the back until he turns around, thats when they move. All the other Wick movies surpass this one. The action int eh first and especially the second movie were soo good. These high ratings the movie is getting is unfathomable to me."
1,"First one was good, 2nd was better and really good. Third was the best, so I thought, it's going the right direction.. I couldn't be more wrong.. First of all, what made the previous movies so great and especially the third one, was the details in the action scenes were so accurate.. All of the sudden in the beginning of the hotel in Japan, John wick kept shooting without reload, until he was alone there doing the shooting..? At the end as well.. 21 bullets in his gun. It seemed more.. Also again in so many movies lately, why exagérating so much and making scenes so long, especially during some dialogues.. You know what they're gonna say or what's coming.. And when he fell down the stairs at the end. That was so over the top and unnecessary and so unrealistic.. He had 8 minutes to climb those 222 steps or so, whilst kicking everybody's ass. 3 minutes to go and down he goes all the way to the bottom and start over, crawl back up, little dialogue with Donnie y'en and make it both in time..?? The director said he had to make movie this long to tell the story. That's not true at all. Story wise, it had no positive effect. He just put in more and longer action scenes.. Total let down when you compare it the previous movies. And very predictable also at some times.. This movie wasnt worth waiting so long and definetly not my money.."
3,"After 40 minutes of nonsense, I could not watch the stupidity anymore. How many times does a villain have to get shot at point-blank to go down or even die? 5, 6? So what does that mean, does everyone now have some kind of invisible bulletproof material stitched into the fabric of their nice clothing from head to toe? OR are the bullets just missing at 8 inches away? This movie was so pathetic. It was like watching a replay of a video game where the opponent does not die till his life bar runs out after taking so many lethal hits. Just ridiculous! John Wick part 4 had hardly had any storyline and nothing but kill, run, kill, and each kill taking forever since everyone seemed to be magically bulletproof.

Do yourself a favor and don't waste your time on this ridiculous nonsensical movie.

Where are these stupid 7 to 10 star ratings coming from? Hired goons for boost marketing? For me to give this movie 3 stars is already considered extremely generous."
3,"A film that abounds in good scenography, good photography and good music, but the premise of the film itself is a total unknown... the whole film is in a dark tone with the already known premise of a good guy against a bad guy with a million victims, and who is hit by just a few bullets out of a billion fired at him. ... All in all, there is no plot itself for 90 minutes, let alone the 170 that they managed to stretch the film with endless scenes of fights and ""dodging"" bullets.

After movies like this, everyone is surprised when the kids rush into the school with an automatic rifle, imagining that they are John Wick, ie alone against everyone in their numb drugged brains.

I was expecting some kind of let's say grandiose film like the previous Chad Stahelski films about John Wick, but we got nothing from the former stuntman except a bunch of stunt scenes .... this film is just proof that some people should not be in the business of directing because they start to exaggerate.

All in all, an average stunt movie that is worth watching only when you are very, very, very bored in life, and otherwise if you need to bathe the dog or clean strawberries from seeds, it is better to deal with that than to waste 3 hours of your life on this ""film""."
1,"This movie has achieved something that no other movie has ever achieved: This is a long movie with a running time of almost 3 hours (2 hours and 49 minutes), but the entire 169 minutes are simply an endless repetition of the same 10-second clip -- i.e., Keanu Reeves shoot a guy twice on the chest, grapple him, shoot one more time on the head, and refresh and repeat with another guy.

Other than this, there is absolutely nothing in the movie. No decent story. No decent acting. No reasonable character development. Nothing. There is not even a single memorable action scene in the movie as all the scenes are something they have already used in the previous movies in the series. Each action sequence lasts good 10-15 minutes, and it was excruciating to watch them because it was so boring to watch the same action scene over and over.

If you take a 10 minutes action sequence from the original John Wick and repeat it for 17 times, you will get John Wick 4. This is truly atrocious. Our time is worth much more than this."
5,"Was very excited for this movie. Watched the other 3 and thoroughly enjoyed them. However, this one was just okay if not bad? Idk if im getting older (in my late 20's now) and maybe these type of movies just don't entertain me as much they used to, but the fighting scenes were boring. I could see the ""WWE"" in it, and the exaggerated acting of the henchmen. Even with that, i was okay but the exact moment where I just lost interest was the fighting scene in the ""dance club"". You have john fighting and him hacking a guy in the head with an axe, shooting and then even being dragged up the stairs by his tie and the random partying civilians around just....stared and kept dancing? No running or screaming? Wtf? Like even a meth head would run at that sight...Like I get it's not supposed to be absolutely real, i mean tbey have bullet proof suits but. C'mon."
1,"Just a lame action movie. Poor fight choreography and very ridiculous excess of villains at the scenes. Also, too many scenes being repeated over and over again, like be falling down the stairs or the running overs, or the nunchakus scenes. I also found the blind guy being so bad ass as being absolutely ridiculous too. I don't remember John Wick 1 and 2 as this very exaggerated and uncommitted to the truth action movie as this one is. I'm surprised that this movie is actually rated in IMDb with an eight.

The only things that I liked was the 2D-like shooting scene and the final duel ending. I sincerely hope that there's no John Wick movies anymore."
1,"Why oh why did I only look at the score for this film?!

After watching 2 and 3 and thinking they were a load of complete tosh I saw the score and couldn't wait to see this, thinking they had pulled it back.

Boy was I wrong, it's more of the same eye rolling over the top rubbish, nonsensical video game type action. I swear to god this generation of movie goers need to go out and leave the video games alone! Why are you rating this as good? Same as all the marvel rubbish!

If there are no stakes, no consequence and no physics how can you get invested in this? It's total, total rubbish, I'm fuming I had my hopes up for this!!!!"
2,"I liked the other John Wick's. This one was over the top ridiculous. From the blind man that was somehow a better swordsman than everyone and a better shot than everyone to the fat guy that somehow could fight like chuck norris... The movie is about 2:45 with at least 2:15 of that time gun fights at close range where everyone gets hit but no one seems to die.

Yes, I realize it's a movie but the unrealistic activities are way too much.. seems more like a version of the animated Batman show from the 70's where the bad guys just keep coming out.... Over and over again...

Super explosive fight scenes but no plot whatsoever... very disappointed. I paid $20 for this crap."
1,"I have never written a movie review ever but I am compelled to write this one. This is most idiotic, nonsensical movie ever made. What do you get out of 180 minutes of killing people? Nothing.

I understand John Wick itself is a genre but pushing a genre to it's extreme with total lack of sanity is nothing but treating the audience as fools. And thinking that your audience will watching anything that calls itself John Wick and has Keanu playing the role is disrespecting your own audience.

I loved the first John Wick. It has human emotion in it. But this Chapter 4 is nothing but a video game. What a mess!! Total nonsense.

Keanu. Wrong choice man.

SMH."
3,"At least this once fine franchise now has a (meh) ending. Tired, stupid, annoying. Only 1 great gunfight (a GLORIOUS top down, exploding shotgun shells, massacre) & 1 good hand-to-hand fight (with an unrecognisable #ScottAdkins), the rest of the action's dull, repetitive, silliness. #KeanuReeves (effective in the other 3 films) here gives a truly appalling performance. He sounds like his batteries are running out, every....word....is....emotionless. His opening scene might THE worst acting seen in cinema history...& he only says ""Yeah""!

. Where once Wick dodged damage by using his skills to not get hit (& we could genuinely see how he avoided it), now he just brushes off 'Superman' level damage (it's so ridiculous it gets genuinely annoying...from plummeting off buildings, to getting hit by multiple speeding cars, to smashing down 100's of stone steps) that makes EVERY fight pointless (who cares if he gets punched, when bone crushing falls literally do no damage)? Assassins suddenly either don't bother to shoot or punch him when they have a chance, or simply can't hit him even if when he's standing still! But who cares anyway right, when he's now seemingly made of Adamantium!?

. And why tediously rehash ""Rogue One"" by making #DonnieYen blind again? Worse, it just adds to the annoying stupidity. That a blind swordsman could hear his enemy move, or feel the air moving when a sword strikes, makes (a fantastical) sense. But how does a blind man dodge getting shot by multiple gunmen standing 20-30 feet away? Can he 'hear' the direction a gun is pointing? What utter nonsense. In fact he's so not effected by being blind...why make him blind?!

. There's also a sorry lack of links to the other 3 films. You could watch this & fully understand most of it. Bar Fishburne, Reddick & McShane no characters return & even the shocking betrayal by #IanMcShane in ""3"" (including shooting Wick off a building) is completely ignored by the plot AND Wick! He's just back to being a friend & ally again as if nothing happened. Hell, even the damn dog gets ignored!

. The fact is if ""3"" had a better final 3rd with a satisfying ending we would've had a truly great action franchise trilogy. As it is the entire bloated finale & garbage non-ending of ""3"" seemed to doom the franchise UNLESS a (money-grabbing) ""4"" could perform a miracle...But as we know, miracles rarely happen.

Best just stick with ""1"" then now."
1,"It's very stupid, no character drama, no monologues, no sense, only fight which reminds a mediocre action game with 1000 life saves. I didn't like it. A blind fighting master? You'are kidding me? The blind man won't be able to find the way out of the cinema auditorium by himself not even thinking of fighting and shooting in different locations. It looks like the directors and stuntmen wanted to show what else they can do. Look: a new stunt, look, one more or let't try this one.... The first john wick was a fresh air, the forth - air from the old bathroom with a leaking toilet. My advice- wait for a video release."
3,"Exceptionally boring, there is nothing going on throughout the whole movie. 1 was great, then it turned into James Bourne, he was merely running away, no story whatsoever. I give it 3 because of great actors and the loyalty, otherwise I would rate it as 1. The CGI dog flying over the cars was just the cherry on top.

Even if you do not know, how it ends, you can easily guess it, they introduced some supposedly logical twist using their precious rules made up as they go, which did not occur to them for the whole 3 movies before.

I was looking forward to this movie, but it was a total disappointment."
1,"You can tell they put a lot of money into this.. But man oh man was it not well spent.. They choreographed the fighting scenes so weird.. The bad guys were waiting for their turn, they could've have shot him so many times.. Ridiculous The you lose interest when all you get it fighting scenes with no build up.. And especially when it's too much of it.. Everything in moderation.

25 seconds of him falling down the stairs I get that it's supposed to be comedic, but that's just annoying when the movie is already too long.

You should at least have something that builds the story..

Sorry John W fan boys but this might be the worst movie I've watched in years."
